Bar0, 100
Bar1, 100
Bar2, 84
Bar3, 90
Bar4, 109
Bar5, 123
Bar6, 104
Bar7, 112
Bar8, 104
Bar9, 115
Bar10, 162
Bar11, 173
Bar12, 159
Bar13, 174
Bar14, 235
Bar15, 275
Bar16, 215
Bar17, 255
Bar18, 333
Bar19, 378
Bar20, 433
Bar21, 468
Bar22, 582
Bar23, 609
Bar24, 722
Bar25, 805
Bar26, 884
Bar27, 1041
Bar28, 1060
Bar29, 1275
Bar30, 954
Bar31, 1275
Bar32, 903
Bar33, 1429
Bar34, 671
Bar35, 1184
Bar36, 567
Bar37, 962
Bar38, 442
Bar39, 1211
Bar40, 201
Bar41, 1433
Bar42, 81
Bar43, 1359
Bar44, 17
Bar45, 1016
Bar46, 3
Bar47, 543
