Bar0, 172
Bar1, 200
Bar2, 147
Bar3, 164
Bar4, 177
Bar5, 185
Bar6, 228
Bar7, 245
Bar8, 228
Bar9, 249
Bar10, 317
Bar11, 359
Bar12, 334
Bar13, 376
Bar14, 517
Bar15, 572
Bar16, 682
Bar17, 699
Bar18, 899
Bar19, 916
Bar20, 1341
Bar21, 1426
Bar22, 1698
Bar23, 1855
Bar24, 2157
Bar25, 2331
Bar26, 2318
Bar27, 2603
Bar28, 2845
Bar29, 3282
Bar30, 2921
Bar31, 3355
Bar32, 2917
Bar33, 3282
Bar34, 3797
Bar35, 4476
Bar36, 3214
Bar37, 4302
Bar38, 3219
Bar39, 4464
Bar40, 2773
Bar41, 4102
Bar42, 3121
Bar43, 4532
Bar44, 2492
Bar45, 3665
Bar46, 2055
Bar47, 2815
Bar48, 2777
Bar49, 3920
Bar50, 2072
Bar51, 3648
Bar52, 2093
Bar53, 3950
Bar54, 1821
Bar55, 3856
Bar56, 1651
Bar57, 3992
Bar58, 1481
Bar59, 3312
Bar60, 1111
Bar61, 2344
Bar62, 1226
Bar63, 2900
Bar64, 797
Bar65, 3325
Bar66, 614
Bar67, 3384
Bar68, 389
Bar69, 3559
Bar70, 147
Bar71, 3397
Bar72, 20
Bar73, 2157
Bar74, -2
Bar75, 597
