Bar0, 327
Bar1, 360
Bar2, 346
Bar3, 383
Bar4, 530
Bar5, 587
Bar6, 700
Bar7, 715
Bar8, 909
Bar9, 923
Bar10, 1382
Bar11, 1481
Bar12, 1737
Bar13, 1874
Bar14, 2215
Bar15, 2404
Bar16, 2395
Bar17, 2674
Bar18, 2958
Bar19, 3384
Bar20, 3015
Bar21, 3455
Bar22, 3091
Bar23, 3455
Bar24, 4047
Bar25, 4671
Bar26, 3422
Bar27, 4492
Bar28, 3469
Bar29, 4686
Bar30, 3010
Bar31, 4288
Bar32, 3446
Bar33, 4809
Bar34, 2788
Bar35, 3905
Bar36, 2291
Bar37, 3010
Bar38, 3233
Bar39, 4321
Bar40, 2433
Bar41, 3919
Bar42, 2589
Bar43, 4345
Bar44, 2281
Bar45, 4146
Bar46, 2262
Bar47, 4435
Bar48, 2139
Bar49, 3796
Bar50, 1671
Bar51, 2788
Bar52, 2196
Bar53, 3725
Bar54, 1609
Bar55, 3853
Bar56, 1666
Bar57, 4051
Bar58, 1439
Bar59, 4061
Bar60, 1245
Bar61, 4051
Bar62, 828
Bar63, 2561
Bar64, 634
Bar65, 1694
Bar66, 563
Bar67, 2229
Bar68, 218
Bar69, 2494
Bar70, 76
Bar71, 2603
Bar72, -5
Bar73, 1169
