Bar0, 330
Bar1, 355
Bar2, 335
Bar3, 379
Bar4, 522
Bar5, 586
Bar6, 680
Bar7, 700
Bar8, 906
Bar9, 921
Bar10, 1374
Bar11, 1458
Bar12, 1724
Bar13, 1872
Bar14, 2182
Bar15, 2374
Bar16, 2369
Bar17, 2650
Bar18, 2931
Bar19, 3360
Bar20, 2980
Bar21, 3424
Bar22, 3034
Bar23, 3404
Bar24, 3980
Bar25, 4640
Bar26, 3350
Bar27, 4429
Bar28, 3414
Bar29, 4626
Bar30, 2941
Bar31, 4246
Bar32, 3365
Bar33, 4729
Bar34, 2729
Bar35, 3857
Bar36, 2241
Bar37, 2966
Bar38, 3113
Bar39, 4202
Bar40, 2360
Bar41, 3872
Bar42, 2478
Bar43, 4271
Bar44, 2167
Bar45, 4084
Bar46, 2133
Bar47, 4345
Bar48, 2005
Bar49, 3690
Bar50, 1562
Bar51, 2704
Bar52, 1975
Bar53, 3527
Bar54, 1433
Bar55, 3744
Bar56, 1419
Bar57, 3916
Bar58, 1182
Bar59, 3931
Bar60, 892
Bar61, 3754
Bar62, 512
Bar63, 2320
Bar64, 325
Bar65, 1473
Bar66, 271
Bar67, 1975
Bar68, 59
Bar69, 2360
Bar70, -5
Bar71, 1074
