Bar0, 307
Bar1, 348
Bar2, 327
Bar3, 358
Bar4, 498
Bar5, 550
Bar6, 654
Bar7, 680
Bar8, 871
Bar9, 882
Bar10, 1270
Bar11, 1353
Bar12, 1623
Bar13, 1752
Bar14, 2037
Bar15, 2244
Bar16, 2182
Bar17, 2462
Bar18, 2679
Bar19, 3135
Bar20, 2705
Bar21, 3177
Bar22, 2679
Bar23, 3063
Bar24, 3425
Bar25, 4114
Bar26, 2881
Bar27, 4006
Bar28, 2773
Bar29, 4063
Bar30, 2317
Bar31, 3710
Bar32, 2503
Bar33, 4021
Bar34, 1975
Bar35, 3229
Bar36, 1524
Bar37, 2374
Bar38, 1913
Bar39, 3120
Bar40, 1421
Bar41, 3177
Bar42, 1250
Bar43, 3343
Bar44, 934
Bar45, 3218
Bar46, 675
Bar47, 3244
Bar48, 498
Bar49, 2576
Bar50, 317
Bar51, 1705
Bar52, 177
Bar53, 1975
Bar54, 53
Bar55, 2664
Bar56, 1
Bar57, 1405
