Bar0, 285
Bar1, 326
Bar2, 289
Bar3, 335
Bar4, 473
Bar5, 533
Bar6, 606
Bar7, 624
Bar8, 822
Bar9, 836
Bar10, 1152
Bar11, 1244
Bar12, 1478
Bar13, 1639
Bar14, 1864
Bar15, 2057
Bar16, 1928
Bar17, 2218
Bar18, 2282
Bar19, 2759
Bar20, 2268
Bar21, 2741
Bar22, 2153
Bar23, 2544
Bar24, 2599
Bar25, 3297
Bar26, 2062
Bar27, 3159
Bar28, 1823
Bar29, 3099
Bar30, 1410
Bar31, 2888
Bar32, 1263
Bar33, 2851
Bar34, 918
Bar35, 2236
Bar36, 643
Bar37, 1524
Bar38, 611
Bar39, 1882
Bar40, 317
Bar41, 2204
Bar42, 179
Bar43, 2521
Bar44, 41
Bar45, 2548
Bar46, 5
Bar47, 1185
