Bar0, 122
Bar1, 107
Bar2, 125
Bar3, 144
Bar4, 162
Bar5, 136
Bar6, 147
Bar7, 140
Bar8, 158
Bar9, 221
Bar10, 239
Bar11, 206
Bar12, 236
Bar13, 298
Bar14, 335
Bar15, 298
Bar16, 335
Bar17, 485
Bar18, 537
Bar19, 614
Bar20, 636
Bar21, 838
Bar22, 853
Bar23, 1180
Bar24, 1268
Bar25, 1522
Bar26, 1676
Bar27, 1911
Bar28, 2113
Bar29, 2029
Bar30, 2330
Bar31, 2433
Bar32, 2896
Bar33, 2437
Bar34, 2907
Bar35, 2334
Bar36, 2716
Bar37, 2925
Bar38, 3627
Bar39, 2370
Bar40, 3454
Bar41, 2154
Bar42, 3429
Bar43, 1735
Bar44, 3190
Bar45, 1691
Bar46, 3260
Bar47, 1272
Bar48, 2595
Bar49, 993
Bar50, 1871
Bar51, 1044
Bar52, 2315
Bar53, 677
Bar54, 2514
Bar55, 500
Bar56, 2782
Bar57, 247
Bar58, 2797
Bar59, 70
Bar60, 2848
Bar61, 22
Bar62, 1940
Bar63, 11
Bar64, 585
