Bar0, 34
Bar1, 48
Bar2, 71
Bar3, 71
Bar4, 110
Bar5, 110
Bar6, 93
Bar7, 113
Bar8, 118
Bar9, 135
Bar10, 110
Bar11, 116
Bar12, 121
Bar13, 138
Bar14, 183
Bar15, 206
Bar16, 186
Bar17, 200
Bar18, 265
Bar19, 302
Bar20, 265
Bar21, 302
Bar22, 420
Bar23, 488
Bar24, 561
Bar25, 590
Bar26, 753
Bar27, 787
Bar28, 1047
Bar29, 1134
