Bar0, 509
Bar1, 564
Bar2, 669
Bar3, 699
Bar4, 894
Bar5, 899
Bar6, 1328
Bar7, 1423
Bar8, 1693
Bar9, 1837
Bar10, 2137
Bar11, 2337
Bar12, 2307
Bar13, 2581
Bar14, 2841
Bar15, 3285
Bar16, 2861
Bar17, 3330
Bar18, 2886
Bar19, 3255
Bar20, 3750
Bar21, 4419
Bar22, 3175
Bar23, 4274
Bar24, 3170
Bar25, 4409
Bar26, 2726
Bar27, 4049
Bar28, 3016
Bar29, 4434
Bar30, 2422
Bar31, 3595
Bar32, 1972
Bar33, 2746
Bar34, 2646
Bar35, 3810
Bar36, 1972
Bar37, 3600
Bar38, 1972
Bar39, 3894
Bar40, 1723
Bar41, 3775
Bar42, 1538
Bar43, 3909
Bar44, 1338
Bar45, 3210
Bar46, 1004
Bar47, 2267
Bar48, 1039
Bar49, 2736
Bar50, 629
Bar51, 3200
Bar52, 424
Bar53, 3255
Bar54, 200
Bar55, 3465
Bar56, 40
Bar57, 2896
Bar58, -10
Bar59, 1173
