Bar0, 109
Bar1, 92
Bar2, 115
Bar3, 121
Bar4, 132
Bar5, 121
Bar6, 132
Bar7, 121
Bar8, 127
Bar9, 201
Bar10, 213
Bar11, 207
Bar12, 213
Bar13, 282
Bar14, 305
Bar15, 282
Bar16, 316
Bar17, 466
Bar18, 529
Bar19, 593
Bar20, 627
Bar21, 817
Bar21, 827
Bar22, 1162
Bar23, 1249
Bar24, 1484
Bar25, 1640
Bar26, 1887
Bar27, 2089
Bar28, 1974
Bar29, 2255
Bar30, 2348
Bar31, 2814
Bar32, 2325
Bar33, 2791
Bar34, 2232
Bar35, 2629
Bar36, 2756
Bar37, 3464
Bar38, 2192
Bar39, 3280
Bar40, 1962
Bar41, 3239
Bar42, 1542
Bar43, 3009
Bar44, 1467
Bar45, 3044
Bar46, 1082
Bar47, 2405
Bar48, 800
Bar49, 1697
Bar50, 840
Bar51, 2135
Bar52, 483
Bar53, 2348
Bar54, 311
Bar55, 2641
Bar56, 115
Bar57, 2629
Bar58, 17
Bar59, 2244
Bar60, 6
Bar61, 696
