Bar0, 332
Bar1, 356
Bar2, 346
Bar3, 375
Bar4, 527
Bar5, 588
Bar6, 702
Bar7, 717
Bar8, 902
Bar9, 925
Bar10, 1386
Bar11, 1476
Bar12, 1751
Bar13, 1894
Bar14, 2235
Bar15, 2430
Bar16, 2420
Bar17, 2691
Bar18, 2995
Bar19, 3422
Bar20, 3056
Bar21, 3483
Bar22, 3113
Bar23, 3469
Bar24, 4119
Bar25, 4741
Bar26, 3479
Bar27, 4546
Bar28, 3540
Bar29, 4746
Bar30, 3056
Bar31, 4333
Bar32, 3531
Bar33, 4855
Bar34, 2862
Bar35, 3958
Bar36, 2354
Bar37, 3056
Bar38, 3346
Bar39, 4433
Bar40, 2511
Bar41, 3972
Bar42, 2696
Bar43, 4418
Bar44, 2406
Bar45, 4209
Bar46, 2397
Bar47, 4518
Bar48, 2278
Bar49, 3877
Bar50, 1794
Bar51, 2843
Bar52, 2435
Bar53, 3920
Bar54, 1813
Bar55, 3963
Bar56, 1988
Bar57, 4285
Bar58, 1780
Bar59, 4366
Bar60, 1727
Bar61, 4466
Bar62, 1205
Bar63, 2847
Bar64, 1082
Bar65, 2107
Bar66, 1139
Bar67, 2729
Bar68, 764
Bar69, 2862
Bar70, 551
Bar71, 2966
Bar72, 318
Bar73, 2729
Bar74, 66
Bar75, 1675
Bar76, 19
Bar77, 1305
Bar78, 9
Bar79, 394
