Bar0, 296
Bar1, 341
Bar2, 313
Bar3, 353
Bar4, 495
Bar5, 552
Bar6, 665
Bar7, 688
Bar8, 876
Bar9, 893
Bar10, 1291
Bar11, 1376
Bar12, 1643
Bar13, 1780
Bar14, 2081
Bar15, 2269
Bar16, 2235
Bar17, 2508
Bar18, 2752
Bar19, 3207
Bar20, 2781
Bar21, 3236
Bar22, 2769
Bar23, 3116
Bar24, 3565
Bar25, 4231
Bar26, 2997
Bar27, 4117
Bar28, 2951
Bar29, 4214
Bar30, 2496
Bar31, 3861
Bar32, 2707
Bar33, 4191
Bar34, 2161
Bar35, 3372
Bar36, 1717
Bar37, 2536
Bar38, 2235
Bar39, 3400
Bar40, 1655
Bar41, 3355
Bar42, 1530
Bar43, 3560
Bar44, 1211
Bar45, 3378
Bar46, 967
Bar47, 3446
Bar48, 773
Bar49, 2747
Bar50, 523
Bar51, 1848
Bar52, 455
Bar53, 2240
Bar54, 188
Bar55, 2889
Bar56, 45
Bar57, 2940
Bar58, -6
Bar59, 1297
