Bar0, 318
Bar1, 370
Bar2, 506
Bar3, 573
Bar4, 667
Bar5, 704
Bar6, 886
Bar7, 907
Bar8, 1340
Bar9, 1428
Bar10, 1710
Bar11, 1856
Bar12, 2147
Bar13, 2345
Bar14, 2335
Bar15, 2611
Bar16, 2862
Bar17, 3310
Bar18, 2929
Bar19, 3378
Bar20, 2950
Bar21, 3325
Bar22, 3873
Bar23, 4529
Bar24, 3263
Bar25, 4357
Bar26, 3289
Bar27, 4519
Bar28, 2841
Bar29, 4154
Bar30, 3211
Bar31, 4613
Bar32, 2559
Bar33, 3722
Bar34, 2106
Bar35, 2872
Bar36, 2893
Bar37, 4013
Bar38, 2163
Bar39, 3737
Bar40, 2220
Bar41, 4066
Bar42, 1934
Bar43, 3930
Bar44, 1819
Bar45, 4118
Bar46, 1647
Bar47, 3430
Bar48, 1261
Bar49, 2471
Bar50, 1459
Bar51, 3080
Bar52, 1027
Bar53, 3492
Bar54, 865
Bar55, 3550
Bar56, 610
Bar57, 3628
Bar58, 308
Bar59, 3450
Bar60, 73
Bar61, 2273
Bar62, 21
Bar63, 1272
Bar64, -5
Bar65, 886
