Bar0, 35
Bar1, 35
Bar2, 64
Bar3, 64
Bar4, 98
Bar5, 98
Bar6, 83
Bar7, 87
Bar8, 111
Bar9, 119
Bar10, 106
Bar11, 114
Bar12, 103
Bar13, 112
Bar14, 159
Bar15, 170
Bar16, 151
Bar17, 166
Bar18, 234
Bar19, 274
Bar20, 207
Bar21, 244
Bar22, 316
Bar23, 364
Bar24, 415
Bar25, 445
Bar26, 536
Bar27, 559
Bar28, 658
Bar29, 748
Bar30, 796
Bar31, 950
Bar32, 923
Bar33, 1144
Bar34, 786
Bar35, 1105
Bar36, 713
Bar37, 1244
Bar38, 470
Bar39, 998
Bar40, 359
Bar41, 745
Bar42, 255
Bar43, 1007
Bar44, 84
Bar45, 1319
Bar46, 19
Bar47, 1153
Bar48, 7
Bar49, 554
