Bar0, 119
Bar1, 116
Bar2, 128
Bar3, 135
Bar4, 148
Bar5, 126
Bar6, 134
Bar7, 137
Bar8, 145
Bar9, 206
Bar10, 218
Bar11, 210
Bar12, 214
Bar13, 298
Bar14, 329
Bar15, 310
Bar16, 340
Bar17, 490
Bar18, 521
Bar19, 628
Bar20, 647
Bar21, 839
Bar22, 854
Bar23, 1203
Bar24, 1283
Bar25, 1544
Bar26, 1693
Bar27, 1962
Bar28, 2153
Bar29, 2084
Bar30, 2383
Bar31, 2490
Bar32, 2958
Bar33, 2525
Bar34, 3004
Bar35, 2460
Bar36, 2847
Bar37, 3085
Bar38, 3763
Bar39, 2529
Bar40, 3613
Bar41, 2360
Bar42, 3617
Bar43, 1916
Bar44, 3360
Bar45, 1939
Bar46, 3521
Bar47, 1483
Bar48, 2797
Bar49, 1161
Bar50, 2034
Bar51, 1333
Bar52, 2567
Bar53, 881
Bar54, 2686
Bar55, 708
Bar56, 2943
Bar57, 436
Bar58, 2885
Bar59, 195
Bar60, 3039
Bar61, 65
Bar62, 2425
Bar63, 22
Bar64, 1452
Bar65, 7
Bar66, 701
